Transaction_Type,Amount,Initial_Balance_Sender,Initial_Balance_Receiver,Final_Balance_Sender,Final_Balance_Receiver,Fraud
Debit,586.95,9822.52,17274.33,9235.57,17274.33,0
Cash-In,2588.07,3814.84,2043.36,3814.84,4631.43,0
Payment,915.71,15991.51,17831.26,15075.8,18746.97,0
Cash-In,36078.42,6799.94,18287.73,6799.94,57973.99,1
Cash-Out,974.58,18495.19,13301.78,17520.61,13301.78,0
Cash-Out,859.76,1040.39,17862.57,180.63,17862.57,0
Payment,705.91,11329.12,8459.25,10623.21,9165.16,0
Cash-In,31000.36,13257.97,3941.38,13257.97,38041.78,1
Payment,814.54,4974.77,18943.33,4160.23,19757.87,0
Cash-Out,0.69,12218.04,14390.05,10441.65,14390.05,1
Transfer,1290.62,17128.17,13614.02,15837.55,14904.64,0
Transfer,0.51,2190.62,4087.69,2190.01,4088.25,1
Transfer,47978.61,13195.21,6210.86,10944.46,58987.33,1
Transfer,0.75,651.34,7095.89,96.74,7096.72,1
Transfer,7410.76,10903.32,10200.53,10644.13,18352.37,1
Transfer,3332.92,2678.44,8682.6,0.0,12015.52,0
Debit,758.7,3103.38,15206.43,2344.68,15206.43,0
Transfer,8047.51,9008.42,3667.07,0.0,12519.33,1
Transfer,1995.15,15007.08,17219.34,13011.93,19214.49,0
Transfer,33322.69,6703.37,8505.42,0.0,45160.38,1
Transfer,3204.81,14176.07,9162.2,10971.26,12367.01,0
Debit,27587.95,6122.65,16970.44,0.0,16970.44,1
Cash-In,1413.55,4441.15,3330.18,4441.15,4743.73,0
Cash-Out,15949.1,6781.69,13277.3,6094.67,13277.3,1
Cash-Out,209.82,3929.89,10488.1,3720.07,10488.1,0
Transfer,29572.03,16648.1,17900.42,15089.66,50429.65,1
Cash-Out,704.74,3049.36,11832.58,2344.62,11832.58,0
Transfer,11395.65,6350.15,17480.27,0.0,30015.49,1
Cash-In,2410.9,9951.7,3472.36,9951.7,5883.26,0
Transfer,0.58,17750.72,2093.44,17750.02,2094.08,1
Cash-Out,1113.38,992.4,19605.38,0.0,19605.38,0
Debit,149.71,13682.67,12276.48,13532.96,12276.48,0
Payment,0.03,16426.04,11224.72,15248.3,11224.75,1
Debit,507.14,17358.95,638.55,16851.81,638.55,0
Cash-In,1384.83,17938.78,13811.99,17938.78,15196.82,0
Payment,418.9,10820.73,11258.84,10401.83,11677.74,0
Cash-Out,463.79,649.61,13475.24,185.82,13475.24,0
Transfer,904.97,2158.07,6453.03,1253.1,7358.0,0
Cash-In,2360.27,10969.76,18288.88,10969.76,20649.15,0
Debit,22158.31,12299.25,109.49,2820.95,109.49,1
Cash-In,47355.83,1434.29,18422.12,1434.29,70513.53,1
Cash-Out,806.63,7127.07,3554.24,6320.44,3554.24,0
Debit,0.53,4488.79,7193.34,2414.76,7193.34,1
Debit,49023.01,8411.44,14043.66,5587.29,14043.66,1
Debit,0.61,9437.38,3998.44,665.19,3998.44,1
Payment,143.06,13531.38,14416.17,13388.32,14559.23,0
Cash-In,1470.61,5233.35,2733.71,5233.35,4204.32,0
Transfer,1272.26,2250.37,5470.71,978.11,6742.97,0
Cash-In,28134.68,15924.14,7582.67,15924.14,38530.82,1
Transfer,47027.61,3593.41,6731.83,0.0,58462.2,1
Cash-Out,0.49,18875.32,15112.09,18874.73,15112.09,1
Debit,12764.1,2939.19,5602.31,0.0,5602.31,1
Transfer,12320.36,11821.01,14806.29,7789.94,28358.69,1
Transfer,1075.12,19931.12,8475.85,18856.0,9550.97,0
Cash-Out,1088.18,9245.25,3300.71,8157.07,3300.71,0
Cash-Out,615.29,15445.11,15222.53,14829.82,15222.53,0
Debit,654.76,5366.04,8480.6,4711.28,8480.6,0
Cash-Out,41970.66,3273.94,368.74,1939.57,368.74,1
Debit,207.18,12618.2,8020.91,12411.02,8020.91,0
Debit,18680.6,16075.49,13697.82,0.0,13697.82,1
Debit,33938.55,18169.66,6796.77,0.0,6796.77,1
Debit,768.43,1540.31,3894.09,771.88,3894.09,0
Cash-In,21903.0,11978.55,863.62,11978.55,24956.92,1
Cash-Out,315.77,6591.6,10633.12,6275.83,10633.12,0
Cash-Out,0.17,431.22,18320.14,114.31,18320.14,1
Cash-In,16996.7,8500.31,3009.7,8500.31,21706.07,1
Debit,48659.1,1002.98,14390.8,0.0,14390.8,1
Transfer,3641.18,11627.08,1724.9,7985.9,5366.08,0
Cash-In,0.77,9380.1,12098.01,9380.1,12098.86,1
Cash-Out,24227.52,12080.73,16653.79,10032.99,16653.79,1
Payment,23248.78,1279.13,17374.71,1006.64,42948.37,1
Transfer,7157.88,6722.59,16426.45,1807.03,24300.12,1
Debit,149.25,8396.55,17861.93,8247.3,17861.93,0
Debit,694.14,9090.63,8330.19,8396.49,8330.19,0
Cash-Out,14759.48,9344.08,18038.76,1782.54,18038.76,1
Debit,825.08,3315.39,10115.64,2490.31,10115.64,0
Debit,0.11,6824.32,17509.51,3656.06,17509.51,1
Transfer,4172.87,12304.19,16909.78,8131.32,21082.65,0
Cash-In,1408.59,9781.05,2751.94,9781.05,4160.53,0
Cash-Out,28448.5,14236.4,16974.22,1189.91,16974.22,1
Debit,8487.51,5940.43,12004.5,2703.42,12004.5,1
Payment,970.2,12028.7,121.17,11058.5,1091.37,0
Payment,532.71,4476.28,4951.2,3943.57,5483.91,0
Cash-In,26286.62,16380.64,16050.01,16380.64,44965.29,1
Cash-In,1361.97,11808.17,19956.8,11808.17,21318.77,0
Cash-Out,123.18,2967.56,11268.11,2844.38,11268.11,0
Cash-Out,41698.58,3086.97,8633.67,0.0,8633.67,1
Debit,474.41,7197.45,12484.65,6723.04,12484.65,0
Payment,519.37,15002.38,603.07,14483.01,1122.44,0
Cash-Out,1066.18,13782.18,5738.96,12716.0,5738.96,0
Debit,27392.04,11748.3,17587.62,11579.75,17587.62,1
Payment,41102.35,8731.81,13401.28,4845.27,58613.87,1
Cash-In,18001.19,4066.43,19124.95,4066.43,38926.26,1
Payment,294.39,12394.81,364.67,12100.42,659.06,0
Cash-Out,164.59,9714.64,13546.48,9550.05,13546.48,0
Transfer,23310.36,18218.04,17300.64,0.0,42942.04,1
Debit,484.0,17035.68,19286.75,16551.68,19286.75,0
Cash-Out,22438.0,14114.04,19348.07,12976.94,19348.07,1
Cash-Out,46305.6,7303.4,11247.36,885.46,11247.36,1
Cash-Out,1496.13,6370.65,18704.51,4874.52,18704.51,0
Cash-In,24082.34,10420.74,6332.27,10420.74,32822.84,1
Cash-In,27264.66,1894.66,5555.71,1894.66,35546.84,1
Payment,11869.03,5924.67,898.47,1031.9,13954.4,1
Transfer,3316.07,17449.3,12767.4,14133.23,16083.47,0
Cash-In,2919.8,698.28,3051.29,698.28,5971.09,0
Debit,515.8,3407.22,17667.76,2891.42,17667.76,0
Cash-Out,0.33,13546.39,16472.52,13545.99,16472.52,1
Payment,6479.42,3835.61,13986.62,0.0,21113.98,1
Transfer,1498.23,11303.64,14763.57,9805.41,16261.8,0
Cash-In,1419.03,8317.58,13984.29,8317.58,15403.32,0
Cash-In,29036.23,5765.92,18650.62,5765.92,50590.47,1
Cash-Out,1913.65,12078.55,4600.21,10164.9,4600.21,0
Cash-In,1326.14,11535.67,11960.64,11535.67,13286.78,0
Cash-In,134.21,11491.91,6864.11,11491.91,6998.32,0
Transfer,4200.09,13367.29,8417.76,9167.2,12617.85,0
Payment,877.15,1621.86,2021.2,744.71,2898.35,0
Debit,772.1,4335.73,9453.92,3563.63,9453.92,0
Debit,396.01,9346.78,6511.06,8950.77,6511.06,0
Cash-Out,41540.83,12388.95,4360.81,0.0,4360.81,1
Payment,501.95,19215.14,2948.33,18713.19,3450.28,0
Debit,49822.59,11773.31,3217.26,4691.48,3217.26,1
Cash-In,43281.12,7647.92,14795.04,7647.92,62404.27,1
Cash-Out,1018.79,16531.12,15242.96,15512.33,15242.96,0
Cash-Out,18541.48,14743.54,4225.55,12175.99,4225.55,1
Transfer,0.13,2963.82,19334.42,2963.66,19334.56,1
Transfer,2478.07,10419.71,14311.33,7941.64,16789.4,0
Cash-In,2686.46,6613.57,3958.34,6613.57,6644.8,0
Debit,283.27,8732.97,14156.48,8449.7,14156.48,0
Cash-Out,1782.72,6206.58,16479.06,4423.86,16479.06,0
Debit,12715.86,2957.54,7255.01,0.0,7255.01,1
Transfer,323.63,17619.11,12933.57,17295.48,13257.2,0
Cash-Out,28917.09,3290.53,1704.23,3036.82,1704.23,1
Cash-Out,817.47,11940.78,12333.84,11123.31,12333.84,0
Transfer,0.97,2193.17,12358.9,2192.01,12359.97,1
Cash-In,15630.43,4199.85,7138.26,4199.85,24331.73,1
Transfer,2472.17,14749.33,14010.09,12277.16,16482.26,0
Cash-Out,987.73,15228.56,12789.16,14240.83,12789.16,0
Debit,9621.41,6611.38,18629.42,5599.38,18629.42,1
Debit,31036.43,735.58,11203.12,0.0,11203.12,1
Cash-In,0.89,17555.27,13541.43,17555.27,13542.41,1
Transfer,3173.41,19766.73,9006.59,16593.32,12180.0,0
Payment,536.37,5510.05,15991.73,4973.68,16528.1,0
Payment,0.25,18745.72,7164.65,18745.42,7164.93,1
Payment,23388.89,7324.15,17374.37,0.0,43102.15,1
Cash-Out,10324.15,2005.34,18077.77,0.0,18077.77,1
Cash-Out,22846.83,18233.86,15261.05,0.0,15261.05,1
Cash-Out,65.84,16579.89,1919.59,16514.05,1919.59,0
Cash-In,0.78,17949.91,4033.17,17949.91,4034.03,1
Debit,355.33,15274.73,17889.13,14919.4,17889.13,0
Payment,15353.1,2553.49,8962.48,0.0,25850.89,1
Debit,375.8,8595.03,11686.69,8219.23,11686.69,0
Debit,683.86,1026.08,8205.81,342.22,8205.81,0
Debit,28259.87,8158.02,15323.24,4602.99,15323.24,1
Transfer,4296.52,10964.93,5961.71,6668.41,10258.23,0
Payment,558.92,5211.66,1194.9,4652.74,1753.82,0
Transfer,3732.75,4174.82,13405.55,442.07,17138.3,0
Cash-In,1050.13,3904.38,17213.77,3904.38,18263.9,0
Transfer,478.4,568.95,7834.66,90.55,8313.06,0
Cash-In,2453.46,13458.25,4776.4,13458.25,7229.86,0
Cash-Out,35860.98,2846.09,1687.82,1347.48,1687.82,1
Transfer,17053.09,8413.67,15004.28,4988.46,33762.68,1
Cash-In,2359.65,17706.3,3222.05,17706.3,5581.7,0
Cash-Out,0.67,8774.05,17260.85,614.68,17260.85,1
Transfer,2199.14,3116.3,16564.37,917.16,18763.51,0
Payment,420.06,3066.37,17428.58,2646.31,17848.64,0
Cash-In,0.68,9483.47,5377.31,9483.47,5378.06,1
Transfer,2683.26,4338.41,6435.22,1655.15,9118.48,0
Transfer,19611.06,5097.48,15474.92,0.0,37047.09,1
Cash-Out,297.85,8597.91,3319.74,8300.06,3319.74,0
Cash-In,0.22,5223.98,8177.77,5223.98,8178.01,1
Cash-Out,1562.89,9322.44,19457.27,7759.55,19457.27,0
Transfer,1289.81,16342.35,4786.48,15052.54,6076.29,0
Transfer,0.69,9502.83,8454.1,9502.0,8454.86,1
Transfer,438.88,681.25,5774.42,242.37,6213.3,0
Cash-Out,46973.77,918.78,2531.13,0.0,2531.13,1
Cash-Out,9597.73,11064.55,4281.05,7886.09,4281.05,1
Cash-In,0.54,8532.58,13834.16,8532.58,13834.75,1
Transfer,1911.72,9318.3,16604.99,7406.58,18516.71,0
Debit,147.52,10055.09,14244.74,9907.57,14244.74,0
Payment,372.39,2997.94,9741.02,2625.55,10113.41,0
Cash-In,828.75,1766.53,14874.53,1766.53,15703.28,0
Cash-In,1320.92,6966.97,5572.88,6966.97,6893.8,0
Cash-In,618.61,10488.1,6255.73,10488.1,6874.34,0
Cash-Out,43991.87,1502.9,6715.85,878.59,6715.85,1
Cash-Out,30141.96,10595.33,3742.13,4911.54,3742.13,1
Transfer,1195.5,16170.65,5777.99,14975.15,6973.49,0
Debit,15749.42,9594.3,19870.97,4189.78,19870.97,1
Payment,388.83,13111.52,13587.58,12722.69,13976.41,0
Cash-Out,1638.16,12008.1,6515.26,10369.94,6515.26,0
Transfer,3167.35,13403.75,9761.88,10236.4,12929.23,0
Cash-Out,23620.77,15764.81,17011.63,0.0,17011.63,1
Transfer,33632.83,6864.26,470.72,0.0,37466.83,1
Debit,794.06,17663.07,656.54,16869.01,656.54,0
Cash-Out,1737.4,12639.84,15611.66,10902.44,15611.66,0
Payment,20865.35,10031.92,9345.24,1917.51,32297.13,1
Transfer,0.56,16098.24,19103.55,16097.57,19104.17,1
Debit,24758.21,13975.52,2655.39,13522.26,2655.39,1
Cash-Out,33939.43,5125.64,2147.9,0.0,2147.9,1
Cash-In,1206.13,19611.47,12199.81,19611.47,13405.94,0
Transfer,0.52,14277.14,15494.55,3613.56,15495.12,1
Cash-In,25071.03,15646.4,5211.6,15646.4,32789.73,1
Payment,22289.78,2297.92,12993.09,0.0,37511.85,1
Payment,18698.03,2139.66,15733.74,1710.52,36301.57,1
Transfer,33531.85,473.25,2765.96,0.0,39651.0,1
Debit,926.66,4433.95,10817.71,3507.29,10817.71,0
Payment,94.98,1509.22,15539.55,1414.24,15634.53,0
Payment,521.23,6138.29,11998.71,5617.06,12519.94,0
Transfer,4829.16,13937.69,11967.71,9108.53,16796.87,0
Payment,243.27,13071.79,10938.67,12828.52,11181.94,0
Payment,46289.06,19632.03,18846.99,10424.62,69764.96,1
Cash-In,15199.74,15403.89,10013.62,15403.89,26733.33,1
Cash-Out,617.55,12991.16,10107.34,12373.61,10107.34,0
Payment,6720.81,14843.71,10595.8,2816.28,17988.69,1
Payment,832.81,12902.45,18407.56,12069.64,19240.37,0
Cash-Out,1056.24,7941.15,15387.63,6884.91,15387.63,0
Transfer,3735.77,16717.24,2692.86,12981.47,6428.63,0
Transfer,2963.07,8240.98,18737.67,5277.91,21700.74,0
Payment,0.6,15766.21,18648.67,6359.44,18649.33,1
Cash-In,36063.38,11563.11,16797.86,11563.11,56467.58,1
Cash-Out,0.59,18691.87,14429.13,14345.05,14429.13,1
Debit,294.97,11164.5,7585.35,10869.53,7585.35,0
Debit,204.45,14246.7,8007.66,14042.25,8007.66,0
Cash-Out,10445.8,9099.81,9741.88,3052.11,9741.88,1
Payment,30587.48,13965.91,15991.75,0.0,49637.98,1
Cash-In,856.72,15236.1,2309.23,15236.1,3165.95,0
Payment,6019.43,15299.55,17193.31,8076.23,23814.68,1
Payment,8612.37,16290.0,5356.69,9684.16,14830.3,1
Transfer,2795.32,19703.05,1435.38,16907.73,4230.7,0
Payment,729.37,15177.3,4318.73,14447.93,5048.1,0
Payment,64.96,13190.4,12549.24,13125.44,12614.2,0
Transfer,2336.77,7865.59,8397.81,5528.82,10734.58,0
Cash-In,46807.59,1063.41,19968.65,1063.41,71457.0,1
Transfer,3053.68,17052.78,18024.68,13999.1,21078.36,0
Payment,383.77,15922.1,19894.83,15539.21,20279.56,0
Transfer,45715.28,4393.05,19206.1,0.0,69492.91,1
Cash-Out,37759.73,9563.37,14594.73,0.0,14594.73,1
Payment,379.57,5443.6,10773.91,5064.03,11153.48,0
Transfer,209.82,1512.12,5416.74,1302.3,5626.56,0
Cash-Out,1708.05,6134.83,4077.99,4426.78,4077.99,0
Debit,689.59,9808.43,13897.03,9118.84,13897.03,0
Payment,11187.0,13489.89,9407.36,65.49,21713.06,1
Cash-In,2026.35,15795.96,39.99,15795.96,2066.34,0
Transfer,2461.68,3733.55,2330.53,1271.87,4792.21,0
Cash-In,0.54,7804.51,11247.06,7804.51,11247.65,1
Cash-Out,1286.09,6995.97,12970.42,5709.88,12970.42,0
Cash-In,2428.12,15690.77,10067.41,15690.77,12495.53,0
Debit,33563.97,13576.09,15665.32,0.0,15665.32,1
Cash-Out,380.39,4857.74,7811.51,4477.35,7811.51,0
Debit,0.25,18547.1,16462.43,15933.4,16462.43,1
Payment,620.31,12502.85,8944.98,11882.54,9565.29,0
Transfer,32943.91,4767.6,4722.65,0.0,40960.95,1
Cash-Out,679.51,5123.92,3530.28,4444.41,3530.28,0
Cash-Out,0.67,16247.2,4908.22,7492.76,4908.22,1
Payment,211.26,486.08,3160.01,274.82,3371.27,0
Transfer,48734.1,17781.26,7072.58,8111.39,60680.09,1
Cash-Out,1831.57,10503.59,14200.42,8672.02,14200.42,0
Cash-Out,76.89,16908.3,2550.66,16831.41,2550.66,0
Debit,254.9,11632.33,12663.36,11377.43,12663.36,0
Cash-Out,1282.08,17117.91,8211.24,15835.83,8211.24,0
Cash-Out,26725.97,10740.42,3754.19,0.0,3754.19,1
Debit,589.15,7785.35,8688.98,7196.2,8688.98,0
Cash-Out,0.27,3776.91,7537.31,3656.9,7537.31,1
Debit,35614.92,12691.44,18224.25,4117.81,18224.25,1
Cash-Out,0.4,8955.6,13760.49,6027.23,13760.49,1
Cash-Out,742.26,13020.39,15558.43,12278.13,15558.43,0
Transfer,1785.47,49.48,8857.23,0.0,10642.7,0
Cash-In,48871.99,8874.65,4198.12,8874.65,57957.31,1
Transfer,9237.31,19628.59,1694.36,3291.1,11855.4,1
Cash-In,7612.89,15326.21,39.54,15326.21,8413.72,1
Cash-Out,48451.91,2050.05,15176.63,0.0,15176.63,1
Payment,48257.23,6002.87,12501.08,2382.4,65584.03,1
Payment,872.23,1246.91,10049.52,374.68,10921.75,0
Transfer,3343.17,1527.8,19579.86,0.0,22923.03,0
Transfer,8803.01,19636.26,16019.36,2199.69,25702.67,1
Transfer,0.07,19101.67,947.41,19101.59,947.49,1
Payment,781.53,8570.89,18371.52,7789.36,19153.05,0
Payment,695.59,18846.38,19963.32,18150.79,20658.91,0
Payment,129.75,2194.07,11433.23,2064.32,11562.98,0
Payment,705.98,16512.07,18240.78,15806.09,18946.76,0
Debit,0.19,3010.54,2297.52,3010.31,2297.52,1
Cash-In,363.69,1146.2,12480.25,1146.2,12843.94,0
Debit,504.26,18631.14,9757.55,18126.88,9757.55,0
Cash-In,44613.63,15022.9,14135.44,15022.9,63210.43,1
Transfer,1414.54,3923.56,12478.74,2509.02,13893.28,0
Cash-In,193.08,16970.04,17332.39,16970.04,17525.47,0
Debit,583.52,11404.71,10365.24,10821.19,10365.24,0
Transfer,3421.01,1405.33,1470.17,0.0,4891.18,0
Cash-Out,80.25,11026.97,12960.48,10946.72,12960.48,0
Payment,25245.38,3030.1,18993.94,469.42,46763.86,1
Payment,659.22,2562.02,15962.35,1902.8,16621.57,0
Cash-In,2066.85,8046.47,3323.86,8046.47,5390.71,0
Cash-Out,686.11,12695.51,1745.09,12009.4,1745.09,0
Debit,7354.13,2563.12,1998.94,0.0,1998.94,1
Transfer,49423.87,16606.45,5059.71,4881.97,59425.97,1
Transfer,0.08,19277.18,14436.0,19277.08,14436.09,1
Cash-In,38375.51,507.12,17923.36,507.12,60136.42,1
Cash-In,2689.79,18934.74,7130.53,18934.74,9820.32,0
Cash-Out,0.19,9324.3,821.94,9324.07,821.94,1
Cash-In,621.21,5212.7,16920.4,5212.7,17541.61,0
Transfer,2983.98,1558.77,11356.31,0.0,14340.29,0
Payment,28801.73,13727.34,5761.74,0.0,37443.64,1
Payment,811.14,9169.81,4713.18,8358.67,5524.32,0
Cash-Out,0.72,18220.68,10281.23,14709.94,10281.23,1
Cash-Out,1702.29,3096.46,17789.61,1394.17,17789.61,0
Payment,897.54,16835.31,3276.15,15937.77,4173.69,0
Payment,700.54,14702.87,16383.13,14002.33,17083.67,0
Cash-Out,32846.51,10868.87,7752.95,0.0,7752.95,1
Payment,986.37,11819.32,6882.28,10832.95,7868.65,0
Cash-Out,15861.21,19428.3,16372.5,394.85,16372.5,1
Transfer,2787.87,15486.18,11549.53,12698.31,14337.4,0
Debit,95.87,9327.54,4273.06,9231.67,4273.06,0
Cash-In,761.13,4337.29,5626.7,4337.29,6387.83,0
Payment,299.08,1429.86,9503.23,1130.78,9802.31,0
Cash-In,2483.78,17670.49,3160.66,17670.49,5644.44,0
Cash-Out,47913.02,9506.44,15785.85,0.0,15785.85,1
Transfer,0.86,19932.39,13814.99,19931.36,13815.94,1
Transfer,2848.59,6949.96,619.93,4101.37,3468.52,0
Transfer,1495.69,8579.8,15251.27,7084.11,16746.96,0
Cash-Out,9295.61,17691.72,10597.18,3378.87,10597.18,1
Payment,536.38,18635.75,11214.79,18099.37,11751.17,0
Debit,924.62,9772.44,12197.79,8847.82,12197.79,0
Cash-Out,0.78,10145.18,1704.68,10144.24,1704.68,1
Cash-Out,0.68,14915.43,15438.88,14914.61,15438.88,1
Cash-Out,11951.38,4237.11,9082.37,2920.42,9082.37,1
Debit,677.72,11418.86,8189.53,10741.14,8189.53,0
Transfer,2267.05,16983.82,9351.23,14716.77,11618.28,0
Cash-In,228.13,19892.57,16301.15,19892.57,16529.28,0
Payment,328.9,10942.5,11127.85,10613.6,11456.75,0
Debit,425.76,6544.4,12586.52,6118.64,12586.52,0
Payment,0.4,6993.3,3401.24,6926.15,3401.68,1
Debit,92.42,11524.93,6902.42,11432.51,6902.42,0
Payment,452.81,8280.16,2561.48,7827.35,3014.29,0
Debit,389.63,15780.13,5411.68,15390.5,5411.68,0
Payment,45563.72,7950.94,18895.59,1560.14,69015.68,1
Debit,749.4,15854.81,15444.81,15105.41,15444.81,0
Debit,758.07,75.28,7457.42,0.0,7457.42,0
Cash-Out,1744.12,11350.38,11312.88,9606.26,11312.88,0
Cash-Out,1987.67,19728.9,10232.21,17741.23,10232.21,0
Cash-Out,0.14,6025.62,13555.18,4431.37,13555.18,1
Payment,464.43,31.39,1361.54,0.0,1825.97,0
Cash-Out,25151.3,2386.1,5496.64,1184.33,5496.64,1
Cash-Out,1220.48,3156.57,531.54,1936.09,531.54,0
Payment,45939.3,10695.95,18748.26,0.0,69281.49,1
Cash-In,996.36,15619.2,2088.47,15619.2,3084.83,0
Debit,217.39,17290.67,18365.69,17073.28,18365.69,0
Cash-In,24306.85,19413.54,10812.61,19413.54,37550.15,1
Payment,81.01,10381.86,10674.11,10300.85,10755.12,0
Debit,474.9,18833.33,4132.42,18358.43,4132.42,0
Cash-Out,371.45,16859.81,15819.79,16488.36,15819.79,0
Payment,929.31,18929.44,5097.45,18000.13,6026.76,0
Transfer,0.66,762.4,9430.14,761.61,9430.87,1
Cash-In,41698.31,930.27,1895.44,930.27,47763.58,1
Debit,0.67,1502.57,12980.64,1024.04,12980.64,1
Debit,39270.25,11101.28,4113.94,0.0,4113.94,1
Cash-Out,76.16,15858.37,2503.02,15782.21,2503.02,0
Payment,0.9,3220.99,787.97,2352.47,788.96,1
Debit,689.96,12024.9,18482.19,11334.94,18482.19,0
Transfer,29959.03,9077.74,7677.87,5686.21,40632.8,1
Transfer,4205.19,13556.81,3377.29,9351.62,7582.48,0
Debit,45412.75,4809.92,19361.75,1790.08,19361.75,1
Cash-In,2405.97,10086.19,838.85,10086.19,3244.82,0
Debit,306.25,13627.48,1669.95,13321.23,1669.95,0
Cash-In,31929.41,14523.94,5471.12,14523.94,40593.47,1
Debit,803.6,13586.99,8166.29,12783.39,8166.29,0
Transfer,4028.25,10616.08,3062.26,6587.83,7090.51,0
Payment,8713.41,11346.67,9864.38,890.58,19449.13,1
Cash-Out,0.48,539.94,5037.08,449.2,5037.08,1
Cash-Out,1488.97,3630.92,17975.57,2141.95,17975.57,0
Payment,0.47,10739.92,19102.47,5125.48,19102.99,1
Transfer,401.55,5352.55,3608.19,4951.0,4009.74,0
Cash-In,427.49,15008.98,16414.47,15008.98,16841.96,0
Transfer,612.02,16743.13,10476.27,16131.11,11088.29,0
Transfer,2324.45,14052.06,7157.72,11727.61,9482.17,0
Cash-In,0.6,9414.92,5380.49,9414.92,5381.15,1
Transfer,1008.12,3590.97,13428.1,2582.85,14436.22,0
Debit,34430.6,7419.53,828.39,0.0,828.39,1
Cash-In,8047.8,7319.44,8040.02,7319.44,16892.6,1
Transfer,22563.21,14657.22,1803.04,2930.91,26622.57,1
Cash-In,38438.66,9275.48,12849.82,9275.48,55132.35,1
Transfer,4234.27,13107.01,16474.63,8872.74,20708.9,0
Payment,295.18,16186.16,16016.21,15890.98,16311.39,0
Debit,0.49,15535.49,14884.97,15534.9,14884.97,1
Debit,37030.34,5182.94,19931.38,2400.6,19931.38,1
Payment,22628.6,9170.96,2812.86,0.0,27704.32,1
Debit,517.65,11184.44,3188.84,10666.79,3188.84,0
Payment,52.71,9961.74,16074.55,9909.03,16127.26,0
Cash-Out,559.85,6344.49,5921.56,5784.64,5921.56,0
Payment,109.67,19093.51,18997.33,18983.84,19107.0,0
Debit,59.41,15544.06,8982.21,15484.65,8982.21,0
Payment,180.58,6865.43,6306.25,6684.85,6486.83,0
Debit,607.31,1236.94,8428.67,629.63,8428.67,0
Transfer,1390.71,3543.07,1350.79,2152.36,2741.5,0
Payment,0.22,14094.77,11726.92,14094.51,11727.16,1
Transfer,48423.2,6053.02,14030.45,4377.66,67295.97,1
Debit,531.97,17210.75,16698.43,16678.78,16698.43,0
Debit,0.75,18045.69,12791.53,9452.74,12791.53,1
Cash-Out,21337.35,6748.77,19369.45,2828.87,19369.45,1
Payment,920.57,15999.48,14392.83,15078.91,15313.4,0
Transfer,3760.06,9808.8,17373.44,6048.74,21133.5,0
Debit,13284.39,211.62,13615.4,0.0,13615.4,1
Payment,0.45,17405.27,19407.73,5056.99,19408.23,1
Cash-Out,871.96,9913.72,2549.3,9041.76,2549.3,0
Transfer,16031.18,5422.64,5722.98,0.0,23357.28,1
Payment,34900.08,12910.35,4831.89,0.0,43221.98,1
Transfer,2471.12,13598.74,10094.09,11127.62,12565.21,0
Cash-In,2332.33,14265.7,17898.34,14265.7,20230.67,0
Cash-In,29361.67,18902.62,17358.0,18902.62,49655.84,1
Cash-Out,0.32,17511.88,14077.7,17511.5,14077.7,1
Transfer,117.67,10912.16,977.48,10794.49,1095.15,0
Cash-In,2293.38,18960.79,1426.02,18961.46,3719.88,0
Cash-In,2744.05,4753.64,15958.51,4753.64,18702.56,0
Transfer,2341.01,15368.68,3336.69,13027.67,5677.7,0
Transfer,739.67,16812.63,278.46,16072.96,1018.13,0
Payment,27431.57,9106.15,15972.98,5868.2,46147.71,1
Transfer,33265.54,2608.5,18961.81,0.0,55553.9,1
Debit,923.19,11207.88,2171.62,10284.69,2171.62,0
Cash-In,36563.15,9326.79,11726.27,9326.79,51945.74,1
Cash-Out,920.78,9466.54,9774.74,8545.76,9774.74,0
Payment,0.04,17562.23,11029.39,17562.18,11029.43,1
Payment,296.51,15901.22,13846.54,15604.71,14143.05,0
Payment,23828.76,13057.86,3791.0,5909.52,30002.64,1
Debit,44163.72,7028.71,3164.46,911.62,3164.46,1
Transfer,3662.32,9503.26,2204.15,5840.94,5866.47,0
Transfer,0.77,12203.7,2851.9,12202.78,2852.75,1
Cash-Out,111.26,17732.5,6341.36,17621.24,6341.36,0
Payment,550.34,19083.44,19660.86,18533.1,20211.2,0
Debit,5844.02,15192.47,8390.18,8179.65,8390.18,1
Cash-Out,866.19,7566.54,14590.66,6700.35,14590.66,0
Cash-Out,26635.13,6113.66,12167.05,3618.49,12167.05,1
Cash-In,73.04,3279.97,18323.47,3279.97,18396.51,0
Cash-In,1057.28,18574.62,8774.94,18574.62,9832.22,0
Transfer,0.92,3324.27,11815.6,3323.17,11816.61,1
Cash-Out,26769.09,344.09,13520.69,274.86,13520.69,1
